call_to_arrival,assign_to_arrival,demand_met
12.667414512750094,12.166693105258583,1.0
12.733312234821442,12.208643692415281,1.0
12.592754520910121,12.094845916343933,1.0
12.609641140446017,12.106532849996446,1.0
12.624215795140513,12.122311999710318,1.0
12.691694939624977,12.188321948887298,1.0
12.655454894737689,12.153728570640478,1.0
12.722781837268087,12.22322880504781,1.0
12.693284168829639,12.193110407074643,0.999
12.570104676869278,12.066256659879336,1.0
12.626949073445465,12.124933108487598,1.0
12.791104520064751,12.279486338231331,1.0
12.740564011498824,12.22744368493703,1.0
12.738165559947484,12.228653107612317,1.0
12.63094516404756,12.1263961195617,1.0
12.50013719035237,12.00595456482568,1.0
12.682039642098442,12.176059866238027,1.0
12.662410485953938,12.156454352122374,1.0
12.749799637708307,12.249691554596915,1.0
12.682436212048803,12.187375549456123,1.0
12.723492770383462,12.221863526328457,1.0
12.735996311393878,12.243607386295416,1.0
12.744596495780414,12.233810043908022,1.0
12.664414479346297,12.170936680428655,1.0
12.800631385047376,12.299670369630475,1.0
12.67050506618494,12.169557075003551,1.0
12.8036589912456,12.279189331659584,1.0
12.599080599594904,12.09879460198228,1.0
12.675341919840672,12.176208284151711,1.0
12.708531877728493,12.205593912524154,1.0
