call_to_arrival,assign_to_arrival,demand_met
13.827205829195913,13.318846914172537,1.0
13.81368114569125,13.296290631703982,1.0
13.841921457207615,13.328444972961536,1.0
13.878780668873784,13.374093497039148,1.0
13.90732417568025,13.40947041813378,1.0
13.83837205185575,13.33556338847078,1.0
13.992095436033052,13.494479331737187,1.0
13.952562748800332,13.451271831264702,1.0
13.836527172596034,13.326853077115453,1.0
13.715355600732039,13.217430010542808,1.0
13.86897345763419,13.368293713829386,1.0
13.849176219403603,13.343954469266441,1.0
13.801415850243007,13.286444856312277,1.0
13.878002431953844,13.366083935205877,1.0
13.848480417018248,13.349383327764444,1.0
13.817468597511812,13.31849813595205,1.0
13.797065584659686,13.29312782469985,1.0
13.859605175020468,13.360966007028086,1.0
13.831425950033093,13.321636925808804,1.0
13.907038623405054,13.393041898452488,1.0
13.842892616402027,13.339479652062943,1.0
13.824700496400302,13.317466668072942,1.0
13.881746717162518,13.375928600025869,1.0
13.857703295886056,13.34888269009162,1.0
13.76303014079514,13.263195763294556,0.999
13.824228820584835,13.324308518938631,1.0
13.83876799564151,13.340214731800307,1.0
13.786540941335156,13.283193508125331,1.0
13.898701872035721,13.40108238079308,1.0
14.006125692374333,13.503458920041252,1.0
