call_to_arrival,assign_to_arrival,demand_met
16.22831688789529,15.730636502136711,1.0
16.390249892814783,15.876552362056088,1.0
16.6164263636412,16.10984357123622,1.0
15.556238862088614,15.034640480575684,1.0
16.315928414559824,15.810774743484624,1.0
16.34110359910703,15.845298499165201,1.0
16.36893571230067,15.857431604546012,1.0
16.54053790134653,16.02084882597621,1.0
16.36331797402912,15.8580257586781,1.0
16.499589797325736,15.99314982974254,1.0
16.35846507636519,15.837970233233255,1.0
16.26952347548683,15.745066079582347,1.0
16.159302851212807,15.659268176764963,1.0
16.333248488588474,15.823026627529481,1.0
16.18330854140416,15.671026492276596,1.0
16.246708627806314,15.745420122037066,1.0
16.397559329043787,15.873978182241995,1.0
16.26812491733324,15.767140336955412,1.0
16.34684844991179,15.836514000026794,1.0
16.366929719274513,15.856851780041445,0.999
16.339913417530653,15.814293028827207,1.0
16.357415293780093,15.848416902972945,0.999
15.79707159055887,15.296993735554302,1.0
16.260329432942072,15.754207068966826,1.0
16.375038137415434,15.866116076962596,1.0
16.370837830763822,15.869697657952763,1.0
16.30851060865968,15.800479304214464,1.0
16.482591884863137,15.973462568499697,1.0
16.48886651987128,15.970098483649961,1.0
16.295353289263762,15.79093271315494,1.0
