call_to_arrival,assign_to_arrival,demand_met
11.863128160616764,11.355462213283138,1.0
11.83981239085224,11.341348402087904,1.0
12.069515286819298,11.565655760755835,1.0
11.960530719699673,11.452183276811423,1.0
11.900233255757014,11.396161602565195,1.0
11.873528189630903,11.370782226101895,1.0
12.10061822583244,11.598710708932403,1.0
11.854834335654768,11.345724523209187,1.0
11.981032365070961,11.467862201915167,1.0
11.684604392923475,11.170123711605662,1.0
11.915248961582789,11.40724813771457,1.0
11.894267664942877,11.389337716939398,1.0
11.971050184155738,11.442793978755509,1.0
11.727436535824362,11.218705831145858,1.0
11.796059786144916,11.289275221762288,1.0
11.983587972617897,11.480511418837379,1.0
12.112735655585006,11.599971070106145,1.0
12.051606268352005,11.552140589037524,1.0
11.980223564455919,11.476153546262776,1.0
11.939064237987242,11.438003711267518,1.0
11.83587540182556,11.330421127871613,1.0
12.082390416961147,11.58185608007709,1.0
11.90945392025,11.41127374462821,1.0
11.866471353435122,11.363071137676073,1.0
11.861997044639221,11.358427449523527,1.0
11.876626894737225,11.37426814019109,1.0
12.082086233123567,11.581002968186487,1.0
11.795897390010573,11.293941947359025,1.0
11.911559742503377,11.409202198957088,1.0
11.755990292399257,11.248870281454845,1.0
