call_to_arrival,assign_to_arrival,demand_met
13.644874945861437,13.132265772743157,1.0
13.617160537876424,13.108229248735602,0.999
13.631011641194537,13.123720001213737,1.0
13.766235513593916,13.253228239112508,1.0
13.82632478802909,13.327787305572803,1.0
13.675605678459906,13.172090885055407,1.0
13.644131663360898,13.14088513180294,1.0
13.567358633631333,13.066737600644744,1.0
13.508304305766101,12.994798559829848,1.0
13.495155933557129,12.985971929987477,1.0
13.640386164022148,13.125147377890158,1.0
13.678226093244174,13.179987504429661,1.0
13.45424145470912,12.95254732013048,1.0
13.786303397932043,13.275891197250044,1.0
13.830426596617277,13.329135480828533,1.0
13.571916715926209,13.046172377550246,1.0
13.57472951891321,13.072256827633678,1.0
13.37811463275133,12.863027563770864,1.0
13.693279825713129,13.183177793802406,1.0
13.787111622380314,13.27901921987782,1.0
13.741210419377321,13.23402092543016,1.0
13.801037413403042,13.299933736534085,1.0
13.49563931753849,12.998715578763756,1.0
13.534929483136896,13.030169469784488,1.0
13.633810517149763,13.129214092316293,1.0
13.756732609379736,13.247854245293782,1.0
13.785616200101337,13.279244447507315,1.0
13.357002670667766,12.86053749836966,1.0
13.812361914849307,13.308398768098682,1.0
13.617171473449126,13.11380920072096,1.0
